timestamp,system_time,wheel_x,wheel_y,wheel_yaw_deg,wheel_vx,wheel_vy,wheel_wz,ekf_x,ekf_y,ekf_yaw_deg,ekf_vx,ekf_vy,ekf_wz,imu_yaw_deg,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,cmd_stage2_linear,cmd_stage2_angular,cmd_lane_linear,cmd_lane_angular,cmd_final_linear,cmd_final_angular,front_dist,front_angle_deg,left_dist,right_dist,phase,mission_state,feedback,avoid_state,avoid_leg_m,avoid_turn_deg,plan_index,seg_type,seg_desc
1780714891.424671,1780714891.424775,1.7522451877593994,1.4971086978912354,-72.12851201281633,0.24799999594688416,0.0,0.0,1.5228705452008595,1.0911025681671467,-97.46614694358983,0.2630832008510818,0.0,3.563438363014121e-06,-97.42212507658488,0.1375729739665985,0.04067374765872955,9.878935813903809,0.019983001053333282,-0.0018650800921022892,0.0173186007887125,0.24,-0.012357521057128552,0.0,0.0,0.24,-0.012357521057128552,inf,0.0,inf,inf,0,rect_top,惯导参数测试当前位置: 顶边向右 3.00m 段，目标直行 3.00m,,0.0,0.0,-1,,
1780714892.424681,1780714892.424782,1.8255401849746704,1.252680778503418,-72.12774703162928,0.23499999940395355,0.0,0.0,1.49181344517662,0.8405274655604076,-96.92285868710383,0.25620951703388967,0.0,-0.07999999819736711,-96.8676906550943,-0.13398411870002747,-0.045458897948265076,9.681549072265625,0.0077267601154744625,0.0007993200561031699,-0.008526080287992954,0.24,-0.012378883361816409,0.0,0.0,0.24,-0.012378883361816409,inf,0.0,inf,inf,0,rect_top,惯导参数测试当前位置: 顶边向右 3.00m 段，目标直行 3.00m,,0.0,0.0,-1,,
1780714893.424633,1780714893.424737,1.9011198282241821,0.9970483779907227,-72.35672229336478,0.23499999940395355,0.0,0.0,1.4619174444585379,0.5895062669547859,-96.642167084972,0.248859289822948,0.0,8.010386585988183e-08,-96.66009515172694,-0.09331036359071732,-0.009570294059813023,9.660015106201172,0.00452948035672307,-0.013854880817234516,0.006927440408617258,0.24,-0.005984687805175783,0.0,0.0,0.24,-0.005984687805175783,inf,0.0,inf,inf,0,rect_top,惯导参数测试当前位置: 顶边向右 3.00m 段，目标直行 3.00m,,0.0,0.0,-1,,
1780714894.424648,1780714894.424750,1.9770005941390991,0.7407233715057373,-72.1292906543817,0.2290000021457672,0.0,0.07999999821186066,1.4342314972383323,0.3372092264384886,-95.9826016476605,0.2424611629677167,0.0,-0.07999999821170044,-95.91809063768646,-0.05263661593198776,-0.08972150832414627,9.801177024841309,0.016519280150532722,-0.012789120897650719,0.0,0.24,-0.005942153930664418,0.0,0.0,0.24,-0.005942153930664418,inf,0.0,inf,inf,0,rect_top,惯导参数测试当前位置: 顶边向右 3.00m 段，目标直行 3.00m,,0.0,0.0,-1,,
1780714895.424660,1780714895.424762,2.053239107131958,0.48720625042915344,-71.67164748942334,0.2290000021457672,0.0,0.07999999821186066,1.4086924161540888,0.08774090315198319,-96.01135766988669,0.24879178032039398,0.0,2.604012975533209e-07,-96.00735941095387,-0.019140588119626045,0.0023925735149532557,9.944731712341309,-0.007193880155682564,0.0018650800921022892,-0.008526080287992954,0.24,-0.018721008300780898,0.0,0.0,0.24,-0.018721008300780898,inf,0.0,inf,inf,0,rect_top,惯导参数测试当前位置: 顶边向右 3.00m 段，目标直行 3.00m,,0.0,0.0,-1,,
1780714896.424656,1780714896.424760,2.128340721130371,0.24150659143924713,-71.43785694432297,0.23499999940395355,0.0,0.0,1.381181654705846,-0.16369938223442496,-96.6514313121391,0.24902819693428935,0.0,-5.497379633467164e-06,-96.78190290599191,0.16748014092445374,0.0,9.444684028625488,0.0013322000158950686,-0.004795920103788376,-0.03090704046189785,0.24,-0.031644248962402345,0.0,0.0,0.24,-0.031644248962402345,inf,0.0,inf,inf,0,rect_top,惯导参数测试当前位置: 顶边向右 3.00m 段，目标直行 3.00m,,0.0,0.0,-1,,
1780714897.424661,1780714897.424763,2.205134868621826,-0.013644185848534107,-71.66694831927437,0.24199999868869781,0.0,0.07999999821186066,1.3494719688806425,-0.41368711917610507,-97.7090350992631,0.25608830772103214,0.0,0.07998287550037778,-97.72834512996712,0.07058091461658478,0.10168437659740448,9.962676048278809,0.006927440408617258,-0.0077267601154744625,-0.005328800063580275,0.24,-0.018848609924316407,0.0,0.0,0.24,-0.018848609924316407,inf,0.0,inf,inf,0,rect_top,惯导参数测试当前位置: 顶边向右 3.00m 段，目标直行 3.00m,,0.0,0.0,-1,,
1780714898.424709,1780714898.424809,2.275516986846924,-0.2588315010070801,-73.27868171810061,0.24799999594688416,0.0,0.0,1.315371412320001,-0.6618955388086084,-97.83224845596212,0.26265295714987696,0.0,-8.000718217104907e-08,-97.6444792113012,0.1507321298122406,-0.05861805006861687,9.766485214233398,0.0002664400089997798,0.0013322000158950686,0.02824264019727707,0.24,0.019761276245117188,0.0,0.0,0.24,0.019761276245117188,inf,0.0,inf,inf,0,rect_top,惯导参数测试当前位置: 顶边向右 3.00m 段，目标直行 3.00m,,0.0,0.0,-1,,
1780714899.424644,1780714899.424747,2.3465609550476074,-0.5209490060806274,-72.82250704381381,0.23499999940395355,0.0,0.0,1.2835000618853214,-0.917851877325593,-96.30885336998664,0.26243081418543435,0.0,7.99843548199286e-08,-96.28020128994311,0.0023925735149532557,0.06699205935001373,9.852617263793945,-0.016519280150532722,0.0015986401122063398,0.03623584285378456,0.24,0.007022476196289063,0.0,0.0,0.24,0.007022476196289063,inf,0.0,inf,inf,0,rect_top,惯导参数测试当前位置: 顶边向右 3.00m 段，目标直行 3.00m,,0.0,0.0,-1,,
1780714900.424682,1780714900.424788,2.417351722717285,-0.7646845579147339,-71.90095060023901,0.23499999940395355,0.0,0.16099999845027924,1.2575452380051841,-1.1675168013328323,-95.44507141231529,0.24935564325199602,0.0,1.7104306727269009e-06,-95.3854745288815,-0.014355440624058247,0.10766580700874329,9.685137748718262,0.005861680023372173,-0.01198980025947094,0.009858280420303345,0.24,-0.0058837890625,0.0,0.0,0.24,-0.0058837890625,inf,0.0,inf,inf,0,rect_top,惯导参数测试当前位置: 顶边向右 3.00m 段，目标直行 3.00m,,0.0,0.0,-1,,
1780714901.424661,1780714901.424764,2.487644672393799,-1.0012471675872803,-75.83162201474379,0.16300000250339508,0.0,-0.40400001406669617,1.2347205319513823,-1.4056190542630753,-98.14581493192998,0.18637321893438674,0.0,-0.24202383278247186,-99.30617504449705,-0.277538537979126,-0.09211408346891403,9.962676048278809,-0.014387760311365128,0.0010657600359991193,-0.3794105648994446,0.08,-0.8,0.0,0.0,0.08,-0.8,inf,0.0,inf,inf,0,rect_corner_3,惯导参数测试当前位置: 右上拐角，开始右转 90 度,,0.0,0.0,-1,,
1780714902.424683,1780714902.424785,2.4993414878845215,-1.1124603748321533,-92.01746963057069,0.08500000089406967,0.0,-0.24199999868869781,1.203606309208282,-1.513255066390017,-115.36067306480871,0.09033024773281792,0.0,-0.24200109475550682,-116.08134169379207,0.1004880890250206,-0.05861805006861687,9.832281112670898,-0.007460320368409157,-0.006394560448825359,-0.24912141263484955,0.08,-0.8,0.0,0.0,0.08,-0.8,inf,0.0,inf,inf,0,rect_corner_3,惯导参数测试当前位置: 右上拐角，开始右转 90 度,,0.0,0.0,-1,,
